164,1,0,1,1,12.3,15.15,39,8.9981,16,148,2012,3,6,13
2,2,0,1,1,10.66,13.635,60,8.9981,0,2,2011,4,6,1
9,1,0,1,2,17.22,21.21,67,8.9981,2,7,2012,2,2,2
38,4,0,1,1,13.94,17.425,93,6.0032,0,38,2012,12,3,5
491,3,0,0,1,35.26,40.15,47,35.0008,161,330,2012,8,5,12
129,3,0,1,1,29.52,34.09,66,0.0,31,98,2011,7,7,23
188,1,0,1,2,4.92,6.06,50,19.0012,4,184,2011,1,10,8
272,2,0,1,1,21.32,25.0,83,19.0012,27,245,2011,5,16,7
29,1,0,1,2,6.56,9.85,74,6.0032,1,28,2011,3,4,6
7,4,0,1,1,22.96,26.515,54,26.0027,4,3,2011,10,17,2
4,2,0,1,2,9.84,11.365,93,16.9979,0,4,2011,4,1,3
206,4,0,1,1,21.32,25.0,59,22.0028,16,190,2012,10,15,21
148,1,0,0,1,9.84,10.605,41,22.0028,21,127,2012,3,10,9
41,4,0,1,2,14.76,18.94,81,0.0,2,39,2012,10,17,5
3,1,0,0,2,11.48,12.88,41,26.0027,0,3,2012,2,19,4
306,3,0,1,1,24.6,30.305,60,8.9981,27,279,2012,9,12,21
126,4,0,1,1,20.5,24.24,59,19.0012,8,118,2012,10,15,22
274,3,0,1,1,29.52,32.575,39,8.9981,60,214,2012,9,13,14
114,1,0,1,2,15.58,19.695,46,22.0028,21,93,2011,3,15,16
184,1,0,0,1,13.12,13.635,33,40.9973,20,164,2012,3,4,18
9,2,0,1,1,17.22,21.21,50,15.0013,0,9,2012,4,10,1
95,1,0,0,1,8.2,8.335,32,32.9975,12,83,2011,1,8,14
39,1,1,0,2,9.02,10.605,44,19.0012,3,36,2012,1,2,22
618,3,0,1,2,27.06,29.545,89,6.0032,27,591,2012,8,14,8
425,3,0,1,1,31.16,35.605,58,35.0008,88,337,2011,8,19,18
9,4,0,1,1,9.02,13.635,69,0.0,3,6,2012,12,14,2
206,3,0,1,2,35.26,40.15,47,0.0,60,146,2012,7,17,11
9,2,0,1,1,18.86,22.725,94,19.0012,7,2,2011,4,11,2
69,4,0,1,3,22.96,26.515,100,8.9981,16,53,2011,10,13,10
722,3,0,1,2,35.26,37.12,30,11.0014,102,620,2012,7,3,17
2,2,0,1,1,23.78,27.275,53,22.0028,1,1,2011,6,14,3
2,3,0,1,3,22.96,26.515,94,8.9981,1,1,2011,9,7,3
4,4,0,1,1,13.12,17.425,87,0.0,0,4,2011,11,9,4
12,3,0,0,1,25.42,30.305,69,12.998,3,9,2011,9,3,5
32,2,0,1,1,23.78,27.275,88,11.0014,2,30,2011,6,7,5
111,4,0,0,2,15.58,19.695,94,6.0032,5,106,2012,12,8,8
381,3,0,1,2,28.7,32.575,70,7.0015,44,337,2011,9,14,19
283,4,0,1,1,13.12,17.425,90,0.0,9,274,2011,12,5,7
490,2,0,1,1,19.68,23.485,29,26.0027,240,250,2012,4,6,14
332,4,1,0,2,15.58,19.695,66,11.0014,59,273,2012,10,8,9
106,3,0,1,1,25.42,30.305,65,11.0014,5,101,2011,8,11,6
130,3,0,0,1,29.52,34.85,74,7.0015,34,96,2012,7,15,22
3,1,0,1,1,5.74,6.06,50,19.9995,0,3,2011,1,13,5
332,4,0,1,1,26.24,30.305,69,15.0013,74,258,2012,10,19,12
280,3,0,1,1,30.34,34.09,58,16.9979,37,243,2011,8,17,20
304,4,0,1,1,28.7,32.575,48,12.998,90,214,2012,10,5,11
110,1,0,1,1,9.02,9.85,29,30.0026,2,108,2011,2,15,9
202,3,0,1,1,35.26,39.395,44,19.0012,25,177,2011,7,12,16
6,3,0,0,1,28.7,33.335,84,8.9981,1,5,2011,8,7,4
171,1,0,0,1,18.04,21.97,47,15.0013,42,129,2012,3,11,20
497,4,1,0,2,17.22,21.21,66,16.9979,81,416,2012,10,8,17
168,2,0,1,2,20.5,24.24,72,15.0013,20,148,2011,4,19,20
234,4,0,0,1,11.48,13.635,48,16.9979,27,207,2011,12,18,16
261,3,0,1,3,19.68,23.485,82,31.0009,31,230,2011,9,15,17
168,4,0,1,1,15.58,19.695,71,8.9981,13,155,2011,11,2,21
287,1,0,1,1,13.94,15.15,46,19.9995,9,278,2012,3,6,19
1,1,0,1,2,11.48,13.635,93,12.998,0,1,2012,2,17,4
183,3,0,1,1,31.16,34.85,55,26.0027,37,146,2011,8,8,9
33,4,0,1,2,18.86,22.725,88,6.0032,0,33,2012,10,10,0
162,1,0,1,1,8.2,9.09,40,19.0012,4,158,2011,1,13,17
96,1,0,0,2,17.22,21.21,88,7.0015,25,71,2012,3,18,8
234,1,0,1,1,16.4,20.455,43,11.0014,40,194,2012,3,2,12
165,3,0,1,2,29.52,34.09,66,6.0032,45,120,2011,8,19,11
87,4,0,1,1,9.84,12.12,70,8.9981,9,78,2012,11,14,23
3,2,0,1,1,20.5,24.24,63,15.0013,0,3,2011,5,11,3
108,4,0,0,1,10.66,15.15,81,0.0,9,99,2012,12,1,0
150,2,0,0,2,16.4,20.455,87,0.0,69,81,2011,4,10,10
7,1,0,0,1,10.66,15.15,70,0.0,3,4,2012,2,18,4
213,4,0,1,1,11.48,15.91,48,0.0,13,200,2012,12,13,21
50,1,0,0,1,11.48,13.635,56,12.998,3,47,2012,2,5,20
4,3,1,0,2,26.24,28.79,83,8.9981,1,3,2011,7,4,5
38,2,0,1,1,21.32,25.0,94,7.0015,17,21,2011,5,16,0
30,2,0,1,1,24.6,31.06,53,16.9979,1,29,2012,4,17,5
108,3,0,1,1,25.42,30.305,61,8.9981,11,97,2011,7,1,6
4,3,0,1,1,27.06,30.305,83,8.9981,2,2,2011,8,1,4
41,3,0,1,1,22.96,26.515,52,19.0012,6,35,2012,9,10,0
147,3,0,0,2,22.14,25.76,68,6.0032,37,110,2011,9,18,21
193,2,0,1,1,22.96,26.515,52,7.0015,22,171,2012,6,5,22
343,3,0,1,1,26.24,30.305,65,16.9979,112,231,2012,9,17,13
224,2,0,1,1,26.24,29.545,78,12.998,38,186,2012,5,15,11
16,3,0,1,2,22.96,26.515,100,8.9981,1,15,2011,9,7,5
56,4,0,0,3,14.76,18.18,87,7.0015,3,53,2011,10,1,21
231,1,0,0,1,9.84,10.605,41,19.9995,52,179,2012,1,14,14
347,4,0,0,1,18.86,22.725,55,15.0013,84,263,2011,11,6,16
64,2,0,0,2,26.24,31.06,61,11.0014,16,48,2011,6,5,2
512,3,0,0,3,30.34,34.85,66,23.9994,220,292,2012,8,11,17
4,1,0,0,1,5.74,7.575,50,8.9981,0,4,2012,1,14,5
68,2,0,0,3,20.5,24.24,63,7.0015,7,61,2012,4,1,22
153,4,0,1,2,12.3,14.395,56,15.0013,17,136,2012,11,6,22
130,3,0,1,1,28.7,33.335,79,27.9993,21,109,2011,7,11,21
610,4,0,0,1,22.14,25.76,49,26.0027,268,342,2012,10,6,17
143,1,0,1,1,21.32,25.0,77,15.0013,28,115,2012,3,13,10
12,1,0,0,1,9.02,10.605,44,19.0012,1,11,2012,3,10,6
2,1,0,0,2,13.12,16.665,49,7.0015,0,2,2012,1,8,5
135,1,0,0,1,12.3,13.635,39,27.9993,32,103,2011,2,12,13
29,2,0,0,1,16.4,20.455,62,12.998,4,25,2011,4,17,2
353,4,0,1,2,24.6,30.305,60,12.998,69,284,2012,10,18,15
254,1,0,1,1,27.06,31.06,27,15.0013,57,197,2012,3,14,13
269,2,0,1,1,27.06,31.06,61,15.0013,49,220,2011,5,2,16
20,3,0,1,1,25.42,29.545,73,12.998,7,13,2011,7,15,1
19,4,0,1,2,14.76,17.425,66,15.0013,0,19,2012,11,19,1
1,1,0,0,1,10.66,12.88,56,11.0014,0,1,2011,1,16,4
367,2,0,0,1,27.06,31.06,65,7.0015,154,213,2011,6,5,13
536,3,0,0,1,29.52,33.335,51,0.0,180,356,2012,8,18,11
278,3,0,0,1,31.98,37.88,65,15.0013,61,217,2012,8,4,9
474,2,0,1,1,22.14,25.76,73,26.0027,25,449,2012,5,17,7
421,3,0,0,1,32.8,38.635,59,15.0013,248,173,2011,7,3,13
9,2,0,1,1,14.76,18.18,71,7.0015,3,6,2011,5,6,3
161,1,0,1,1,12.3,12.88,39,32.9975,6,155,2012,1,18,12
234,2,0,1,1,22.96,26.515,35,15.0013,44,190,2012,5,11,22
159,3,0,1,1,22.14,25.76,52,8.9981,15,144,2012,9,10,22
152,2,0,1,2,21.32,25.0,83,8.9981,22,130,2011,5,13,20
316,2,0,1,1,24.6,29.545,20,12.998,109,207,2012,4,3,15
300,1,0,0,2,12.3,15.91,70,6.0032,40,260,2012,2,4,12
3,1,0,1,1,8.2,12.88,80,0.0,0,3,2011,2,7,2
342,3,0,1,1,24.6,28.79,78,0.0,7,335,2011,9,1,7
294,2,0,1,1,24.6,28.79,78,0.0,32,262,2012,5,4,9
76,1,0,1,1,13.12,16.665,39,6.0032,2,74,2011,3,8,20
6,4,0,1,2,12.3,15.15,65,8.9981,0,6,2012,11,16,3
9,4,0,1,2,14.76,16.665,81,26.0027,0,9,2012,11,13,4
5,3,0,1,3,29.52,34.85,79,6.0032,0,5,2012,8,6,3
201,4,0,1,1,20.5,24.24,82,7.0015,28,173,2011,10,5,21
336,3,0,1,2,28.7,32.575,58,11.0014,50,286,2012,8,9,21
59,1,0,0,1,7.38,9.85,59,11.0014,2,57,2011,1,15,10
147,1,0,1,1,14.76,16.665,50,19.9995,20,127,2012,3,7,10
109,4,0,1,3,22.14,25.76,94,8.9981,7,102,2011,10,12,19
124,4,0,1,2,13.94,15.15,49,30.0026,15,109,2011,11,17,13
16,1,0,1,1,5.74,6.82,50,12.998,0,16,2012,1,19,0
570,3,0,0,1,27.06,31.06,41,0.0,177,393,2012,9,16,17
324,2,0,1,1,30.34,33.335,48,19.9995,111,213,2012,6,14,15
473,4,0,0,1,18.04,21.97,62,16.9979,142,331,2012,12,2,14
368,3,0,1,1,32.8,38.635,59,8.9981,71,297,2011,7,5,19
372,4,0,1,1,13.12,15.91,49,11.0014,11,361,2012,11,5,19
1,1,0,0,2,9.84,12.88,75,6.0032,0,1,2011,1,1,5
191,4,0,1,2,9.84,12.12,60,8.9981,7,184,2012,12,6,21
649,3,0,1,1,28.7,32.575,61,8.9981,124,525,2012,8,15,19
502,2,0,1,2,22.96,26.515,43,22.0028,31,471,2011,6,3,8
198,1,0,0,1,21.32,25.0,77,8.9981,59,139,2012,3,18,20
201,3,0,0,1,36.08,39.395,37,12.998,51,150,2012,7,7,21
2,4,0,1,2,22.14,25.76,77,7.0015,0,2,2012,10,2,2
31,2,0,0,2,12.3,14.395,87,15.0013,5,26,2011,4,9,0
225,4,0,0,3,14.76,17.425,93,11.0014,25,200,2012,12,9,15
141,3,0,1,2,33.62,39.395,56,11.0014,29,112,2011,7,19,10
72,1,0,1,1,6.56,9.09,86,7.0015,0,72,2012,2,6,6
13,1,1,0,3,5.74,6.06,93,16.9979,0,13,2011,1,17,22
16,4,0,0,2,13.12,15.15,49,19.9995,8,8,2012,11,3,4
453,4,0,0,1,15.58,19.695,50,6.0032,89,364,2012,12,15,12
65,1,0,1,1,7.38,9.09,47,12.998,5,60,2012,1,13,23
157,2,0,1,3,15.58,19.695,87,39.0007,9,148,2011,4,5,8
182,1,0,0,1,13.94,18.18,46,0.0,47,135,2011,2,6,13
159,2,0,1,2,28.7,32.575,61,19.9995,32,127,2011,6,16,15
130,2,0,0,1,21.32,25.0,34,15.0013,53,77,2012,4,8,21
68,3,0,0,1,30.34,35.605,74,19.9995,18,50,2012,8,5,7
195,4,0,1,1,18.86,22.725,63,0.0,19,176,2012,10,16,21
188,2,0,1,3,22.96,26.515,78,11.0014,16,172,2011,6,16,7
352,2,0,0,2,27.06,31.06,47,12.998,123,229,2012,6,16,20
4,1,0,1,1,9.02,12.12,69,7.0015,1,3,2012,1,6,3
157,1,0,1,1,9.84,12.88,32,7.0015,9,148,2011,1,3,18
402,4,0,1,2,13.94,17.425,81,6.0032,8,394,2011,11,3,8
179,4,0,0,1,18.04,21.97,62,8.9981,37,142,2012,10,6,23
14,3,0,1,3,25.42,27.275,94,6.0032,1,13,2011,9,8,5
1,2,0,1,3,13.94,16.665,76,11.0014,0,1,2011,4,8,3
226,1,0,1,1,9.84,11.365,65,15.0013,10,216,2012,2,3,7
370,2,0,1,1,22.14,25.76,60,8.9981,22,348,2011,6,15,7
194,2,0,1,1,24.6,29.545,69,12.998,38,156,2011,5,16,9
165,2,0,1,1,14.76,16.665,46,16.9979,8,157,2011,4,6,9
141,2,0,1,1,22.96,26.515,64,6.0032,18,123,2011,5,11,11
20,1,0,1,2,9.02,12.88,44,6.0032,0,20,2011,2,15,23
254,4,0,0,1,13.94,16.665,81,11.0014,48,206,2011,12,4,11
126,4,0,1,2,16.4,20.455,71,15.0013,26,100,2011,10,3,11
120,1,0,1,2,10.66,12.88,55,19.9995,11,109,2012,3,5,13
185,1,0,1,1,20.5,24.24,59,12.998,59,126,2011,2,18,12
324,2,0,1,1,19.68,23.485,33,27.9993,132,192,2012,4,2,15
560,3,0,0,1,32.8,37.88,55,11.0014,243,317,2012,7,14,15
460,4,0,1,1,21.32,25.0,34,11.0014,102,358,2012,10,11,15
27,4,0,0,1,9.02,11.365,75,12.998,3,24,2011,11,12,7
155,3,0,1,1,31.98,34.85,46,19.9995,28,127,2011,8,9,22
1,1,0,1,2,18.86,22.725,82,12.998,0,1,2012,3,13,4
258,1,0,1,2,13.12,15.91,87,11.0014,4,254,2012,2,16,19
9,1,0,1,3,13.94,15.91,87,15.0013,0,9,2012,1,11,23
105,4,0,1,3,22.14,25.76,77,0.0,17,88,2012,10,1,23
21,4,0,1,1,6.56,11.365,80,0.0,0,21,2011,12,12,5
704,2,0,1,1,29.52,33.335,54,8.9981,87,617,2012,5,3,17
15,1,0,1,2,7.38,9.85,51,11.0014,1,14,2011,1,7,23
124,1,0,1,1,9.02,9.85,55,27.9993,8,116,2011,3,1,9
32,1,0,1,2,8.2,11.365,44,7.0015,0,32,2012,1,4,23
456,2,0,0,1,30.34,32.575,28,8.9981,188,268,2011,6,4,13
546,4,0,1,1,13.12,15.15,53,15.0013,23,523,2012,12,11,18
84,2,0,1,1,18.86,22.725,41,19.0012,13,71,2011,4,6,22
49,1,0,1,3,13.94,16.665,87,12.998,0,49,2012,1,11,22
108,3,0,0,2,18.86,22.725,77,16.9979,27,81,2011,9,17,8
130,1,0,1,1,12.3,12.88,33,35.0008,8,122,2012,1,18,15
235,3,0,0,1,26.24,30.305,65,6.0032,60,175,2012,8,18,23
41,1,0,1,2,9.02,12.12,93,7.0015,0,41,2011,1,18,21
107,1,0,1,3,18.86,22.725,82,7.0015,19,88,2012,3,16,15
8,1,0,0,1,9.02,11.365,47,11.0014,0,8,2011,1,2,23
116,1,0,1,1,10.66,13.635,70,8.9981,12,104,2012,2,6,11
61,1,0,1,1,8.2,9.85,44,16.9979,2,59,2011,1,14,12
201,1,0,1,1,22.96,26.515,68,11.0014,56,145,2012,3,19,11
511,2,0,0,1,21.32,25.0,52,16.9979,236,275,2012,4,1,16
320,4,0,0,2,13.94,17.425,76,7.0015,50,270,2012,12,1,17
64,1,0,0,1,9.84,12.88,75,7.0015,0,64,2012,1,7,8
37,2,0,1,3,21.32,25.0,88,8.9981,0,37,2012,6,18,6
1,3,0,0,1,18.04,21.97,77,15.0013,1,0,2011,9,18,4
52,1,0,1,1,8.2,11.365,47,7.0015,3,49,2011,1,3,20
321,2,0,1,1,26.24,31.06,53,8.9981,79,242,2012,6,15,22
182,3,0,1,1,33.62,37.88,46,16.9979,48,134,2011,8,8,12
139,1,0,1,1,22.14,25.76,19,22.0028,27,112,2011,3,2,16
163,3,0,1,1,29.52,33.335,54,7.0015,43,120,2011,9,12,13
108,1,0,1,2,9.84,12.12,81,8.9981,3,105,2011,2,1,19
273,2,0,1,1,17.22,21.21,38,27.9993,27,246,2011,4,5,17
119,2,0,0,1,27.06,30.305,78,15.0013,19,100,2011,6,12,0
165,4,0,0,1,10.66,12.88,48,15.0013,12,153,2011,12,17,17
68,3,0,1,2,22.96,26.515,73,12.998,13,55,2011,9,19,23
448,4,0,0,2,14.76,15.91,46,30.0026,117,331,2012,11,3,15
184,2,0,1,1,18.86,22.725,44,19.0012,20,164,2011,5,5,9
88,3,0,1,1,30.34,33.335,51,7.0015,17,71,2012,7,5,0
203,1,0,1,2,25.42,31.06,43,43.0006,48,155,2012,3,8,14
41,3,0,1,1,27.06,29.545,89,8.9981,4,37,2012,8,2,5
65,3,0,1,2,28.7,33.335,84,6.0032,30,35,2012,9,6,0
109,2,0,1,3,26.24,30.305,73,19.0012,11,98,2012,5,15,21
230,2,0,0,2,27.06,31.06,50,19.0012,67,163,2012,5,13,20
13,2,0,1,3,13.94,16.665,76,11.0014,3,10,2011,4,8,2
2,4,0,1,2,10.66,12.12,56,19.0012,0,2,2012,12,13,3
123,3,0,1,1,19.68,23.485,67,6.0032,17,106,2012,9,19,23
133,4,0,1,1,22.96,26.515,56,26.0027,30,103,2011,10,5,10
27,4,0,1,2,11.48,12.88,52,22.0028,0,27,2012,11,7,5
23,1,0,0,1,9.84,11.365,70,12.998,4,19,2011,3,12,7
7,1,0,1,1,18.04,21.97,72,19.0012,2,5,2011,2,18,2
564,2,0,0,1,21.32,25.0,45,12.998,207,357,2012,4,14,11
142,4,0,0,1,11.48,12.88,52,19.9995,12,130,2011,11,19,9
103,2,0,1,2,22.14,25.76,77,12.998,16,87,2011,5,12,23
540,4,0,1,2,13.12,15.15,49,15.0013,25,515,2012,12,12,18
168,1,0,1,1,22.96,26.515,43,12.998,19,149,2012,3,1,11
144,3,0,1,2,32.8,38.635,59,15.0013,55,89,2011,8,9,10
54,2,0,1,2,16.4,20.455,94,19.9995,7,47,2011,4,12,22
266,4,0,1,1,19.68,23.485,51,7.0015,35,231,2011,11,2,16
217,2,0,1,2,27.88,31.82,61,32.9975,48,169,2011,5,3,12
103,4,0,0,1,18.86,22.725,82,0.0,14,89,2011,10,8,8
101,3,0,0,2,28.7,32.575,54,7.0015,10,91,2012,7,14,2
38,2,0,1,1,22.14,25.76,32,11.0014,3,35,2012,4,18,0
193,2,0,1,1,27.88,31.82,51,0.0,76,117,2011,5,16,14
10,2,0,1,1,24.6,31.06,49,19.0012,2,8,2011,6,14,2
291,2,0,1,1,27.88,31.82,41,7.0015,61,230,2012,6,8,22
84,1,0,1,3,5.74,7.575,86,11.0014,0,84,2011,2,9,20
170,3,0,0,1,23.78,27.275,68,15.0013,27,143,2012,9,9,8
124,1,0,1,1,21.32,25.0,55,26.0027,5,119,2011,2,17,21
188,2,0,1,1,22.96,26.515,78,11.0014,63,125,2011,5,19,15
125,1,0,1,2,9.02,11.365,82,12.998,1,124,2011,1,18,17
11,1,0,1,1,18.86,22.725,63,26.0027,6,5,2012,3,8,2
233,2,0,1,2,20.5,24.24,88,12.998,18,215,2011,5,13,9
797,3,0,1,1,21.32,25.0,59,15.0013,39,758,2012,9,19,8
92,2,0,0,1,18.86,22.725,82,8.9981,21,71,2011,4,10,20
524,2,0,0,1,30.34,34.09,55,8.9981,217,307,2012,5,5,13
33,1,1,0,1,4.1,6.82,54,7.0015,5,28,2012,1,16,7
64,1,0,0,1,11.48,12.88,38,22.0028,4,60,2011,2,12,18
5,2,0,1,3,20.5,24.24,82,12.998,1,4,2012,6,5,4
149,4,0,1,2,24.6,29.545,69,8.9981,38,111,2011,10,11,10
262,1,0,1,2,10.66,14.395,56,6.0032,6,256,2012,2,14,9
563,3,0,0,2,35.26,39.395,44,19.0012,257,306,2012,9,1,15
15,2,0,1,3,13.94,15.91,87,15.0013,2,13,2011,4,8,14
269,3,0,0,1,33.62,41.665,63,0.0,113,156,2011,8,7,11
75,1,0,0,2,14.76,17.425,66,8.9981,11,64,2011,1,2,13
195,4,0,0,2,17.22,21.21,71,19.0012,41,154,2011,10,1,15
20,4,1,0,1,16.4,20.455,76,8.9981,6,14,2012,11,12,2
4,3,0,1,1,22.14,25.76,94,7.0015,0,4,2011,9,12,4
152,1,0,1,2,18.04,21.97,94,0.0,8,144,2012,3,16,21
302,1,0,1,2,24.6,31.06,43,26.0027,20,282,2012,3,8,20
12,1,0,1,3,18.86,22.725,94,7.0015,0,12,2012,3,1,1
11,2,0,1,1,18.86,22.725,77,11.0014,0,11,2012,5,18,4
177,2,0,1,1,23.78,27.275,83,0.0,28,149,2011,5,16,21
421,2,0,1,1,21.32,25.0,34,23.9994,35,386,2012,4,9,19
358,3,0,1,1,34.44,38.635,47,6.0032,70,288,2012,7,19,16
743,2,0,1,1,28.7,32.575,54,8.9981,81,662,2012,5,1,18
27,2,0,0,1,25.42,28.79,83,7.0015,9,18,2011,6,18,6
18,1,0,1,1,19.68,23.485,88,11.0014,0,18,2012,3,1,5
4,1,1,0,1,11.48,12.88,45,22.0028,1,3,2012,1,2,5
8,3,0,1,1,27.06,29.545,89,12.998,1,7,2011,7,7,2
306,2,0,0,1,22.96,26.515,30,30.0026,143,163,2011,4,17,17
251,4,0,1,1,18.86,22.725,36,0.0,76,175,2012,10,11,11
130,4,0,1,3,21.32,25.0,94,22.0028,13,117,2011,10,19,12
127,3,0,1,1,28.7,31.82,42,16.9979,32,95,2011,7,14,10
520,1,0,1,3,14.76,18.18,73,7.0015,15,505,2012,2,1,8
8,4,0,1,2,18.86,22.725,88,0.0,2,6,2012,10,10,1
163,3,0,0,3,27.06,30.305,78,11.0014,42,121,2012,8,11,23
436,3,0,1,1,27.88,31.82,57,8.9981,63,373,2011,9,12,19
425,3,0,0,1,31.16,34.09,45,19.0012,183,242,2011,7,16,16
28,3,0,0,1,18.86,22.725,72,8.9981,7,21,2011,9,17,3
13,2,0,1,1,19.68,23.485,27,22.0028,4,9,2012,4,5,1
47,2,0,0,1,22.14,25.76,68,12.998,11,36,2012,6,16,6
214,4,0,1,1,25.42,31.06,43,22.0028,34,180,2011,10,5,12
62,1,0,1,1,11.48,13.635,36,0.0,8,54,2011,1,6,15
312,1,0,1,2,17.22,21.21,82,0.0,35,277,2012,3,16,9
